id,order_id,product_id,quantity,price
198,78,7,4,19959.67
199,82,43,9,81043.01
200,56,89,4,59706.48
201,9,7,3,21639.71
202,37,97,9,96564.31
203,11,43,7,37380.58
204,75,14,7,22450.96
205,46,14,9,34746.79
206,62,84,2,61657.99
207,23,62,3,20393.24
208,83,13,3,32647.51
209,6,76,10,82519.85
210,38,60,1,60756.07
211,8,77,3,19793.44
212,79,9,9,59143.1
213,27,55,3,60131.11
214,17,21,7,75665.54
215,53,51,8,47858.67
216,53,52,8,75542.34
217,41,86,5,91325.26
218,69,50,10,52028.21
219,67,83,6,50939.06
220,5,7,5,57123.06
221,38,74,9,81960.92
222,7,6,3,20841.17
223,32,62,1,64420.65
224,50,51,9,16959.88
225,2,72,7,44175.47
226,24,89,9,92120.36
227,16,50,1,19507.1
228,23,25,10,66415.21
229,53,67,9,90641.76
230,94,74,3,37788.61
231,61,24,8,77255.0
232,78,83,9,47395.39
233,32,73,2,64724.21
234,8,83,2,77982.47
235,49,90,1,82121.86
236,25,36,10,65097.8
237,64,90,1,95443.23
238,47,46,6,79137.95
239,10,98,8,57605.69
240,75,6,8,69509.56
241,59,24,10,15575.84
242,25,18,7,91359.01
243,17,36,10,88048.31
244,88,95,7,97864.55
245,33,10,3,21382.74
246,35,7,1,65616.16
247,91,80,9,30633.36
248,96,51,3,91029.26
249,72,71,10,35499.05
250,71,44,1,40631.47
251,87,80,5,58345.1
252,8,97,2,42392.64
253,59,38,9,85558.36
254,81,44,4,39965.07
255,6,33,4,39945.29
256,93,50,1,16334.14
257,73,6,5,55658.36
258,16,30,1,59596.11
259,43,48,8,28082.68
260,46,66,8,16722.75
261,83,41,10,97765.89
262,79,14,5,43103.45
263,67,44,5,44440.39
264,93,34,10,17599.85
265,12,87,5,49197.98
266,44,92,6,79718.09
267,74,61,6,56231.63
268,62,60,10,22909.76
269,44,12,2,65236.26
270,2,70,2,51932.18
271,96,61,2,45489.16
272,68,82,10,73688.53
273,68,47,8,42086.5
274,45,23,8,72941.55
275,33,8,4,73137.38
276,61,44,8,45491.08
277,49,64,7,28612.62
278,48,10,2,95785.93
279,97,45,1,29185.91
280,39,29,10,99388.75
281,21,19,5,51696.27
282,72,71,5,88517.53
283,69,61,8,78910.13
284,31,32,3,64145.93
285,53,51,6,47870.46
286,26,1,3,70307.17
287,96,56,5,25443.47
288,87,76,8,36099.79
289,31,82,3,10999.39
290,48,92,2,91750.56
291,20,68,4,61922.47
292,70,98,8,73895.06
293,98,90,7,33944.32
294,98,54,3,79442.63
295,48,35,10,28729.35
296,96,44,5,24419.16
297,47,62,3,84582.45
298,20,12,4,83964.42
299,48,57,9,72760.53
300,22,35,3,63545.61
301,59,97,5,32330.5
302,8,94,6,75941.5
303,55,73,1,12661.04
304,7,51,7,51038.66
305,78,40,9,83546.98
306,30,14,2,61782.6
307,18,76,6,69738.44
308,49,82,5,28008.71
309,21,46,9,30822.36
310,56,86,2,11358.09
311,42,51,3,35051.19
312,91,88,4,38697.9
313,83,84,5,32738.37
314,53,9,2,47657.91
315,17,62,5,48709.77
316,70,47,10,15783.74
317,46,38,1,13631.19
318,67,88,9,11862.15
319,81,4,4,80884.33
320,52,9,3,57858.94
321,11,21,1,32060.82
322,68,26,4,25376.1
323,67,24,8,90769.22
324,40,26,5,26159.43
325,56,58,3,41327.26
326,45,61,5,38965.87
327,62,77,3,68457.64
328,1,52,6,79372.69
329,10,83,10,53236.13
330,78,48,3,27871.5
331,12,29,9,29131.83
332,49,47,10,80810.68
333,10,45,8,80380.13
334,16,72,2,17205.62
335,59,52,1,70556.26
336,84,11,7,85389.93
337,7,92,5,58401.32
338,33,84,2,88550.4
339,12,89,4,60202.13
340,38,91,6,70214.01
341,24,46,1,18819.46
342,72,47,5,12278.83
343,70,86,2,63670.74
344,14,79,9,22441.5
345,47,97,6,13457.35
346,17,80,3,69141.83
347,76,71,10,76143.61
348,54,70,2,13274.18
349,90,35,5,18541.7
350,45,66,2,75165.9
351,27,21,5,81872.69
352,5,24,6,99133.82
353,2,36,8,59737.03
354,40,89,7,60902.91
355,73,3,9,97784.03
356,26,47,3,83534.6
357,19,53,6,85185.29
358,45,33,10,10160.09
359,92,90,6,57337.76
360,56,41,7,88601.57
361,82,87,10,88911.67
362,72,25,2,17775.69
363,26,10,4,94922.02
364,74,78,3,38584.64
365,67,21,6,66746.12
366,66,85,2,20414.46
367,50,37,5,80762.77
368,15,75,8,22241.39
369,91,34,6,67718.63
370,96,27,10,65227.88
371,92,74,8,10039.99
372,15,59,1,17375.91
373,75,100,9,49331.9
374,21,3,4,46484.12
375,46,41,2,59330.26
376,97,16,7,89139.62
377,20,44,4,64097.19
378,13,66,10,34588.48
379,81,60,6,41317.43
380,26,5,5,36089.67
381,81,84,1,81573.49
382,82,77,5,12940.05
383,64,100,7,23504.39
384,24,18,4,54358.02
385,37,45,1,53848.73
386,78,28,8,10242.1
387,73,86,2,20917.05
388,48,98,9,40859.73
389,16,22,5,81260.47
390,95,71,9,85861.69
391,14,88,2,46345.45
392,1,90,5,88680.95
393,31,13,1,44025.63
394,1,66,10,21503.14
395,58,94,2,33576.94
396,52,60,7,50563.77
397,24,9,8,53779.27
398,24,42,9,33121.39
399,47,76,6,50985.53
400,64,22,3,21869.19
401,31,60,2,73523.92
402,74,49,10,76900.19
403,84,97,6,76717.34
404,78,85,10,23850.34
405,8,55,2,55033.62
406,53,13,3,84249.97
407,51,82,6,44138.92
408,13,30,4,65952.9
409,62,75,6,79216.86
410,47,94,6,34899.04
411,50,71,4,72224.82
412,27,3,9,77879.52
413,7,61,10,84549.95
414,61,30,1,34272.89
415,13,85,7,15175.38
416,69,65,10,94208.78
417,47,66,2,14780.63
418,31,21,9,46124.76
419,93,2,3,39335.44
420,43,63,1,45443.49
421,32,52,1,83757.53
422,43,29,7,77826.43
423,89,25,8,53116.43
424,67,4,1,35159.53
425,31,95,5,81599.46
426,81,28,10,37565.41
427,68,65,1,27873.76
428,94,86,8,30529.18
429,32,54,4,95077.08
430,43,7,8,97584.71
431,14,78,3,80249.89
432,45,52,5,56536.18
433,15,49,10,90002.56
434,28,20,10,56663.06
435,13,65,7,25222.18
436,13,7,1,29541.41
437,38,53,5,54109.22
438,32,26,5,20299.51
439,82,50,2,47667.89
440,6,4,8,69088.72
441,41,73,9,16411.55
442,7,45,7,30987.55
443,58,75,8,82396.77
444,68,11,5,80424.28
445,17,71,7,49291.01
446,44,37,6,35586.42
447,63,54,8,35849.17
448,37,22,9,65901.14
449,48,67,2,97484.11
450,11,88,5,76055.41
451,29,94,1,24183.92
452,73,69,6,90835.64
453,64,38,8,40993.15
454,93,63,7,18197.33
455,19,42,2,16259.94
456,14,3,10,30139.43
457,31,91,10,76772.07
458,86,59,5,42820.49
459,51,79,10,35435.75
460,48,80,10,39545.02
461,82,45,6,75858.73
462,63,94,3,20028.91
463,94,77,2,11758.11
464,7,59,4,53016.83
465,60,32,9,79804.56
466,37,94,5,25362.16
467,60,52,10,31545.69
468,36,49,3,83556.34
469,75,13,7,55477.05
470,63,11,6,12059.14
471,3,17,10,14470.59
472,44,1,5,28975.24
473,73,87,1,16505.23
474,71,94,3,94736.81
475,57,35,2,72756.09
476,75,88,9,56799.56
477,55,90,4,56855.56
478,61,7,9,73044.81
479,29,49,7,21748.19
480,11,43,5,17866.11
481,29,71,2,76238.26
482,11,38,1,58470.98
483,53,61,1,57152.73
484,85,42,8,56393.87
485,33,50,2,45034.2
486,32,58,5,50088.7
487,25,69,5,33329.67
488,53,7,4,83750.48
489,24,28,8,10953.53
490,65,77,7,32857.06
491,6,4,9,79646.88
492,77,62,3,23598.38
493,22,88,1,30269.69
494,64,84,8,19363.85
495,18,67,4,29334.8
496,88,22,4,86995.31
497,47,45,9,37963.23
498,25,27,5,27239.28
499,24,69,6,70252.17
500,13,76,1,92736.06
501,99,60,10,87675.99
502,76,3,3,94199.17
503,18,6,9,86669.09
504,64,81,4,86545.17
505,83,7,1,64700.64
506,13,79,2,77018.88
507,60,67,9,97271.3
508,89,1,5,71193.26
509,56,97,8,19627.57
510,98,91,9,82988.18
511,54,54,6,64150.49
512,23,3,1,13839.84
513,65,71,9,40930.08
514,8,42,10,78999.57
515,75,50,6,11600.33
516,61,86,2,30909.86
517,57,31,5,67864.08
518,84,90,9,82979.16
519,66,10,1,46205.12
520,77,50,5,66928.77
521,83,60,4,12122.71
522,36,18,6,35378.58
523,23,12,9,28628.24
524,91,98,8,65013.33
525,33,87,9,61228.9
526,93,74,4,53361.85
527,50,3,8,89889.3
528,39,14,5,16464.77
529,23,82,4,37421.37
530,43,32,8,21353.59
531,75,1,9,32166.17
532,46,90,2,56072.09
533,80,28,9,75906.47
534,98,5,5,96837.0
535,100,42,2,39804.97
536,2,93,4,18632.43
537,3,24,7,40104.86
538,76,37,8,57158.23
539,35,41,9,68798.95
540,84,37,4,71814.79
541,33,65,4,77381.77
542,59,85,8,30132.2
543,98,24,3,26648.39
544,57,48,10,74285.18
545,14,41,3,67054.8
546,79,12,8,48057.66
547,37,60,2,15380.01
548,88,59,7,19025.56
549,73,52,3,19625.64
550,87,100,3,36678.07
551,13,31,9,34166.59
552,80,78,5,13478.78
553,24,74,10,10620.34
554,98,38,6,79668.44
555,66,50,10,62121.59
556,34,33,8,72123.69
557,13,65,6,40234.09
558,68,85,4,49217.72
559,25,49,7,56457.25
560,51,74,7,42624.94
561,86,73,1,84279.17
562,37,59,7,29398.81
563,45,24,4,93583.67
564,51,58,3,70757.19
565,100,72,9,68751.18
566,9,93,6,34096.95
567,42,18,7,92324.33
568,19,49,5,31575.31
569,14,22,5,98382.7
570,76,100,7,56730.83
571,63,87,1,33871.15
572,11,5,7,72946.06
573,4,27,1,57688.3
574,79,100,9,99014.22
575,15,4,8,44066.36
576,34,62,10,26433.27
577,87,92,4,11922.54
578,30,28,1,63627.56
579,31,55,8,32905.4
580,35,97,3,86247.2
581,85,64,3,35562.53
582,64,26,4,75575.12
583,70,71,1,62275.02
584,52,64,8,35132.94
585,61,1,4,69524.41
586,81,99,6,39040.11
587,68,87,9,73157.66
588,74,84,5,34171.61
589,46,63,10,87783.49
590,28,50,6,21491.79
591,30,80,5,75177.68
592,72,34,2,79937.47
593,81,27,1,96237.26
594,53,30,2,74580.33
595,96,99,5,59975.89
596,13,39,2,22872.78
597,82,27,9,95957.25
598,98,28,2,18451.5
599,40,1,5,55699.94
600,70,72,6,76933.03
601,26,46,9,97557.67
602,28,69,10,52907.55
603,36,93,4,63923.71
604,49,18,6,56532.54
605,90,34,1,10772.78
606,14,18,7,35206.43
607,87,82,4,47108.31
608,88,98,5,46428.06
609,15,73,9,40104.24
610,76,51,6,97382.74
611,21,28,8,45287.26
612,74,83,2,92710.14
613,83,90,3,64639.42
614,33,35,9,30334.71
615,21,19,4,41736.56
616,20,60,8,49186.26
617,14,97,5,93648.42
618,67,55,10,88486.81
619,52,31,3,17447.36
620,41,12,2,86172.7
621,20,79,4,13372.58
622,96,38,10,19169.06
623,7,83,5,84324.04
624,19,62,9,18255.08
625,92,28,9,94910.71
626,63,40,3,23698.44
627,19,90,4,33189.53
628,2,64,2,42112.34
629,46,67,9,14514.6
630,93,24,5,80954.67
631,82,54,8,25867.22
632,60,76,1,35368.5
633,10,23,8,11112.5
634,45,27,9,12498.71
635,42,64,6,90171.56
636,48,78,7,50851.45
637,22,64,9,61030.8
638,44,16,3,70892.0
639,83,16,7,90491.41
640,87,67,2,86787.48
641,18,63,7,37792.7
642,71,92,5,18583.57
643,36,91,7,72681.64
644,36,93,2,48033.04
645,94,25,1,89452.64
646,80,69,4,88729.46
647,29,14,6,38028.71
648,8,55,3,88868.46
649,26,27,10,34337.94
650,5,31,5,66936.02
651,50,67,3,44771.84
652,86,60,4,35173.2
653,98,5,10,90701.71
654,81,27,1,55516.76
655,57,69,1,74188.48
656,34,90,5,65848.58
657,43,86,4,65172.4
658,99,14,1,66304.57
659,38,65,6,85550.13
660,48,92,8,87291.05
661,47,100,2,19766.61
662,17,59,10,17558.49
663,6,48,3,42493.15
664,16,46,6,27858.54
665,59,36,1,81249.14
666,21,46,1,73854.41
667,12,80,7,29526.33
668,11,21,1,29027.41
669,100,1,1,99699.26
670,36,100,8,30128.55
671,71,86,4,86680.25
672,70,90,2,86353.42
673,17,80,10,12580.09
674,94,66,6,26254.55
675,66,68,8,27894.62
676,57,55,5,82207.79
677,5,77,2,80656.05
678,24,51,5,35326.5
679,65,79,10,66814.38
680,3,12,10,29288.21
681,85,70,4,17446.99
682,13,75,6,40381.32
683,57,89,5,51054.35
684,67,49,6,65392.39
685,55,50,6,47962.06
686,53,31,8,96573.03
687,38,76,6,33591.96
688,17,17,1,19837.37
689,61,2,9,18633.19
690,52,69,6,29474.75
691,27,96,5,45397.53
692,5,13,9,67267.55
693,30,86,6,44746.86
694,81,78,10,61701.36
695,83,3,8,66556.09
696,67,36,6,22583.05
697,59,44,2,26267.44
698,69,80,8,50746.16
699,13,1,8,18240.27
700,21,39,3,32783.08
701,85,35,9,68680.58
702,30,57,1,48341.73
703,41,42,3,53393.34
704,57,21,9,33810.2
705,71,37,5,70214.0
706,79,4,2,23363.22
707,49,70,3,35168.84
708,46,30,6,40614.39
709,59,23,10,19226.33
710,95,46,8,88643.67
711,87,85,10,89894.02
712,41,53,8,52034.62
713,19,60,2,95412.67
714,99,32,2,17925.87
715,61,34,5,14881.9
716,32,24,1,33342.2
717,35,26,5,98866.07
718,29,97,2,96675.66
719,39,78,2,96124.01
720,50,39,3,78159.2
721,23,17,3,88875.97
722,26,57,3,26176.29
723,99,31,3,62873.79
724,60,64,6,82506.46
725,14,75,10,46353.91
726,94,10,4,93440.29
727,50,98,5,84669.34
728,48,63,10,37169.69
729,77,94,9,23571.33
730,34,86,8,54591.99
731,11,66,4,52614.54
732,24,90,9,70915.37
733,50,24,3,29348.91
734,65,54,9,40545.74
735,97,24,2,98878.18
736,78,46,6,61304.9
737,8,36,10,32904.19
738,53,38,7,69614.89
739,25,16,1,64130.94
740,31,77,3,90609.95
741,50,87,3,54399.25
742,21,29,10,67496.05
743,32,95,10,47313.88
744,22,25,9,86824.99
745,12,15,1,80727.53
746,75,61,9,74935.22
747,29,7,5,99633.49
748,8,43,8,87143.48
749,57,46,8,12023.93
750,58,84,9,20532.46
751,41,10,5,37232.98
752,30,57,9,17576.89
753,71,21,9,45851.39
754,73,47,5,58679.34
755,87,4,8,36888.76
756,11,28,5,48272.76
757,25,4,6,32471.0
758,50,43,3,17229.72
759,6,27,2,47546.77
760,33,89,8,18369.01
761,34,79,5,99798.85
762,53,34,6,78643.8
763,42,18,8,62935.26
764,68,79,3,96034.46
765,84,69,5,45984.64
766,13,81,5,27502.8
767,6,89,9,81061.69
768,15,63,10,24806.47
769,23,7,4,88832.13
770,54,33,10,80144.72
771,39,36,2,63802.24
772,68,87,4,48978.22
773,88,47,1,86903.27
774,81,27,4,71955.65
775,24,48,8,96022.83
776,76,11,10,42941.97
777,98,8,3,76493.35
778,61,94,2,99252.01
779,88,70,7,54033.67
780,84,58,5,69293.41
781,50,83,2,65403.41
782,49,20,4,38081.52
783,46,64,5,20852.65
784,99,39,8,17483.63
785,66,50,2,22612.22
786,6,58,4,14015.48
787,55,2,10,45205.68
788,97,45,9,86972.56
789,63,52,1,48221.8
790,89,26,8,82425.6
791,41,9,1,42956.06
792,46,51,3,41822.93
793,4,48,8,90267.83
794,68,17,7,87747.85
795,73,97,3,37474.45
796,80,61,1,40417.31
797,26,25,4,32175.64
798,81,52,5,77697.58
799,56,68,4,46619.16
800,92,17,6,44959.79
801,73,4,8,91276.87
802,87,75,9,14395.56
803,26,65,9,76791.25
804,32,33,4,92713.57
805,46,67,5,59142.58
806,21,4,6,49727.37
807,69,71,1,84218.84
808,49,22,5,97736.3
809,76,23,7,32425.21
810,58,8,3,12177.31
811,83,44,7,18170.82
812,63,81,6,14070.76
813,9,61,8,18056.5
814,33,83,4,92193.0
815,48,11,1,64058.14
816,47,17,4,30354.66
817,2,85,5,54975.05
818,33,4,1,64908.37
819,99,6,2,40827.39
820,39,64,3,45449.45
821,86,26,4,64509.16
822,21,12,3,75105.44
823,27,40,3,38328.28
824,27,48,4,85870.41
825,60,94,9,60980.85
826,53,23,1,50142.24
827,75,73,5,86203.12
828,1,71,2,30031.1
829,1,91,5,48068.26
830,34,7,5,19025.52
831,72,3,9,50452.53
832,83,39,10,16269.04
833,74,21,2,55537.85
834,70,81,9,65882.87
835,31,21,3,35386.79
836,77,89,10,95148.72
837,60,56,7,55443.32
838,48,79,3,56349.59
839,68,94,4,97974.06
840,50,22,2,96527.42
841,79,17,7,75854.68
842,72,84,3,62843.4
843,56,55,5,16358.75
844,66,50,5,86290.33
845,35,45,7,24074.67
846,18,1,4,72841.45
847,76,84,8,53978.21
848,52,24,2,19081.67
849,35,1,9,87144.52
850,60,30,7,37219.85
851,66,67,3,85452.23
852,8,2,6,85898.24
853,4,92,6,86334.53
854,33,33,10,52191.95
855,9,57,5,72515.37
856,73,10,4,15134.94
857,74,43,2,71856.72
858,36,37,6,72962.78
859,53,34,6,74332.32
860,14,61,6,60133.65
861,69,19,6,95935.76
862,80,95,1,90970.27
863,46,18,2,44567.11
864,66,23,4,29763.02
865,51,100,6,69240.4
866,56,77,7,95414.22
867,93,90,9,14930.7
868,88,19,1,26435.36
869,74,77,10,38491.67
870,2,25,2,73318.25
871,58,59,5,12403.74
872,6,13,10,38297.7
873,15,49,9,85343.96
874,55,92,5,57955.52
875,73,57,10,46819.28
876,80,39,4,37427.16
877,66,93,6,87822.33
878,22,73,4,83439.97
879,7,96,10,45836.47
880,82,18,3,83866.55
881,58,45,9,86130.0
882,22,45,7,13676.94
883,70,12,10,94507.21
884,81,70,9,37789.98
885,56,39,1,37836.41
886,82,52,7,39771.02
887,95,94,10,86729.62
888,98,52,7,83448.79
889,4,100,10,68700.96
890,45,49,8,84495.75
891,10,9,6,73217.18
892,58,64,1,50523.61
893,66,36,9,62271.5
894,54,82,7,83549.13
895,75,4,4,45589.91
896,51,97,4,31202.67
897,26,55,7,89506.4
898,2,43,10,21555.27
899,79,58,10,79791.73
900,88,68,6,89690.89
901,6,16,10,39113.31
902,53,18,5,13693.62
903,26,71,2,95274.62
904,64,18,10,47113.43
905,97,25,5,38776.48
906,74,8,10,32797.21
907,27,64,1,26302.91
908,11,70,3,19845.95
909,53,32,10,15220.37
910,94,7,7,33702.53
911,68,61,3,13257.5
912,3,75,6,82882.96
913,81,12,2,65918.63
914,38,89,3,94870.16
915,72,10,6,46665.5
916,41,32,4,53431.63
917,79,25,10,40694.39
918,83,48,7,75439.7
919,65,38,7,43299.66
920,35,61,3,60292.33
921,21,97,2,30863.13
922,84,11,7,84785.11
923,44,50,5,70232.53
924,24,8,10,52536.33
925,47,87,10,28066.8
926,44,24,6,31663.22
927,1,36,2,25248.74
928,37,53,7,78280.6
929,97,100,9,73209.17
930,2,23,2,55778.46
931,99,84,8,56546.5
932,86,37,6,18406.14
933,32,74,2,11902.24
934,79,71,1,17064.27
935,58,83,3,72482.15
936,94,6,8,44706.97
937,46,48,10,69426.55
938,97,55,6,12123.74
939,35,47,10,75541.86
940,71,99,8,35097.73
941,25,25,4,20833.22
942,90,83,5,89381.2
943,17,5,8,27953.22
944,51,33,6,37984.05
945,32,37,10,35626.26
946,92,87,2,93353.8
947,51,90,8,62266.61
948,3,50,8,29862.91
949,77,65,6,83246.08
950,95,81,7,39416.71
951,62,15,7,21970.48
952,4,47,5,13993.63
953,7,57,3,97718.35
954,46,9,5,47237.86
955,62,68,9,14133.76
956,73,57,5,71303.47
957,66,70,3,92799.39
958,95,24,8,18161.41
959,53,78,4,23445.76
960,5,5,5,72010.6
961,50,1,8,93314.45
962,97,88,4,75367.78
963,2,43,5,31410.33
964,60,99,9,26350.96
965,70,100,6,64719.02
966,7,39,1,39588.48
967,54,5,7,79708.01
968,75,11,7,25306.39
969,79,12,7,38859.64
970,19,27,10,50050.37
971,28,71,8,84823.04
972,9,70,8,10720.34
973,60,57,4,37159.84
974,88,21,5,35116.47
975,98,87,3,72862.79
976,39,8,4,59572.66
977,73,42,6,32507.89
978,13,82,1,50833.91
979,55,44,6,74030.06
980,95,53,1,52166.64
981,50,17,8,40554.34
982,92,76,1,36035.73
983,97,55,10,89834.96
984,95,20,4,37762.21
985,86,31,10,46647.65
986,71,13,3,53995.91
987,2,9,5,50589.96
988,98,1,1,60924.56
989,96,9,4,32172.67
990,32,70,10,60151.96
991,68,37,1,46660.53
992,96,53,9,36581.76
993,6,29,7,72092.14
994,69,96,9,22394.62
995,50,70,7,13063.09
996,42,100,7,84761.78
997,48,32,6,49474.23
998,79,87,8,20069.69
999,52,35,10,42402.86
1000,81,94,9,64500.15
1001,22,25,1,63546.13
1002,1,51,7,94501.53
1003,65,38,7,47992.32
1004,38,77,2,17515.75
1005,35,93,2,53249.98
1006,11,32,8,11806.33
1007,13,30,2,56458.81
1008,98,8,4,94244.73
1009,86,92,3,86422.89
1010,8,49,8,47117.57
1011,84,62,8,31989.18
1012,21,36,9,55651.6
1013,42,87,1,68503.6
1014,74,82,9,14992.34
1015,50,85,1,65023.4
1016,14,66,6,50723.44
1017,97,9,7,10965.11
1018,77,20,10,21342.78
1019,14,94,4,31711.27
1020,22,38,5,41579.37
1021,46,12,7,67207.91
1022,53,75,2,98595.32
1023,19,67,6,73332.3
1024,92,9,1,67987.05
1025,1,62,1,46736.31
1026,30,12,6,80583.8
1027,46,20,1,20261.18
1028,22,68,7,51877.97
1029,99,72,1,84033.99
1030,63,28,10,29918.22
1031,76,16,2,35072.88
1032,32,27,4,63816.56
1033,24,84,2,16699.51
1034,39,17,9,90109.02
1035,60,83,4,33415.35
1036,30,64,1,79023.08
1037,65,75,4,50457.81
1038,81,8,8,49606.82
1039,88,71,9,32514.17
1040,80,8,6,37179.1
1041,41,85,8,49791.62
1042,13,7,10,86934.35
1043,57,78,3,48628.44
1044,32,35,5,36178.19
1045,100,82,10,74438.11
1046,82,38,8,72942.98
1047,98,53,10,16491.77
1048,36,95,6,90996.63
1049,78,61,3,53799.91
1050,21,47,2,97083.22
1051,36,96,4,27586.61
1052,53,86,3,14517.37
1053,14,96,8,50607.77
1054,25,12,7,10243.63
1055,78,50,10,18463.02
1056,85,41,1,98608.24
1057,36,13,7,88829.19
1058,10,70,5,85909.59
1059,91,12,9,47688.43
1060,45,73,3,14660.39
1061,43,38,10,51708.5
1062,42,75,4,93788.15
1063,88,57,2,83829.54
1064,73,25,8,14815.22
1065,99,26,1,96437.32
1066,57,95,7,29524.41
1067,56,58,6,97485.05
1068,87,96,7,27972.0
1069,5,77,3,84221.27
