id,order_id,product_id,quantity,price
446,4,5,1,38.5
447,88,12,2,29.66
448,35,38,6,60.77
449,71,38,9,68.04
450,96,40,9,27.24
451,69,7,5,85.23
452,22,27,6,42.27
453,3,46,3,70.82
454,67,12,5,84.87
455,7,19,10,46.12
456,92,22,10,51.05
457,66,22,1,64.89
458,33,13,7,12.86
459,21,2,4,48.47
460,34,47,1,11.85
461,27,25,3,28.91
462,88,3,9,88.45
463,100,7,8,10.2
464,43,39,7,59.74
465,40,5,4,97.11
466,2,1,7,47.51
467,80,45,4,64.34
468,77,22,1,71.45
469,7,33,3,27.88
470,87,14,8,59.45
471,56,11,10,40.36
472,12,10,3,38.85
473,77,41,1,80.43
474,96,27,6,29.44
475,62,16,9,89.42
476,16,42,9,78.56
477,17,39,6,48.38
478,46,41,10,66.55
479,31,10,4,35.08
480,77,21,3,71.32
481,2,42,1,99.3
482,84,11,8,83.72
483,28,38,9,90.24
484,17,27,8,74.82
485,47,13,8,65.51
486,29,40,5,93.82
487,42,3,2,24.05
488,9,48,3,94.21
489,37,28,10,96.09
490,42,2,10,86.52
491,92,12,7,67.46
492,79,2,8,14.86
493,73,44,8,83.35
494,39,17,6,84.86
495,86,38,7,57.43
496,52,36,5,86.35
497,42,46,1,60.27
498,85,9,8,78.05
499,2,33,9,12.77
500,93,23,3,13.53
501,8,28,1,84.75
502,32,43,6,10.25
503,66,18,8,62.76
504,32,8,2,48.88
505,100,4,5,23.93
506,50,13,7,58.25
507,30,44,5,35.8
508,90,23,10,91.53
509,17,46,1,11.03
510,66,24,9,70.65
511,41,39,7,37.99
512,83,15,1,55.33
513,71,49,6,70.22
514,67,42,10,14.45
515,40,40,2,44.16
516,56,42,5,85.31
517,22,8,8,38.5
518,78,43,3,65.35
519,57,36,8,95.73
520,56,31,10,50.86
521,86,11,8,41.13
522,45,29,7,37.22
523,98,22,6,87.15
524,25,18,3,11.56
525,66,2,1,24.17
526,27,27,10,61.5
527,2,32,4,80.85
528,81,3,10,34.07
529,22,30,6,99.55
530,74,46,7,18.23
531,2,20,9,57.4
532,32,47,3,56.47
533,1,5,3,59.84
534,72,2,1,88.97
535,63,1,8,52.48
536,60,2,7,24.56
537,31,23,8,50.14
538,89,18,7,99.48
539,2,6,3,34.58
540,81,24,8,54.01
541,42,3,7,26.77
542,9,43,3,62.04
543,99,17,6,35.07
544,65,23,8,90.8
545,65,41,8,74.38
546,73,4,2,90.55
547,91,14,6,67.61
548,10,17,3,49.92
549,32,17,9,37.36
550,96,25,7,79.08
551,48,34,6,65.4
552,100,33,8,54.31
553,43,16,3,53.21
554,58,43,10,66.18
555,28,19,3,23.55
556,9,20,10,90.72
557,4,5,3,15.05
558,58,41,9,73.98
559,50,15,10,20.35
560,65,30,8,80.62
561,40,21,2,76.25
562,86,37,9,33.35
563,48,27,6,34.78
564,27,41,10,66.11
565,85,3,2,28.06
566,71,16,9,32.61
567,80,16,4,31.79
568,37,16,1,79.53
569,31,24,1,30.13
570,14,5,5,73.25
571,29,45,5,90.09
572,92,26,3,32.36
573,99,10,4,32.14
574,93,6,1,87.98
575,71,32,3,82.74
576,45,26,6,78.26
577,25,9,7,89.16
578,77,36,4,34.91
579,29,23,5,30.79
580,88,16,1,90.1
581,46,6,1,88.61
582,27,30,3,16.48
583,29,5,6,26.97
584,72,31,9,61.57
585,7,44,10,94.09
586,2,40,6,67.81
587,25,7,6,25.05
588,26,17,2,12.09
589,69,47,7,54.85
590,71,25,3,59.75
591,33,15,6,95.72
592,31,36,10,35.37
593,88,49,1,42.19
594,81,42,3,35.31
595,29,32,7,78.56
596,99,48,2,45.31
597,88,34,4,22.68
598,25,4,1,35.2
599,49,44,7,32.49
600,29,35,6,20.2
601,97,50,5,21.62
602,21,8,4,94.48
603,76,36,3,67.69
604,45,45,2,58.63
605,75,13,9,34.64
606,8,4,5,10.29
607,17,9,3,65.4
608,59,27,2,79.68
609,78,29,10,26.81
610,95,33,6,94.06
611,80,37,4,67.21
612,25,14,6,78.33
613,42,18,3,61.03
614,24,42,9,11.15
615,21,47,1,44.63
616,78,43,8,57.59
617,33,29,6,68.96
618,51,31,8,74.89
619,48,12,5,95.29
620,24,47,4,12.15
621,81,35,1,47.96
622,25,13,1,32.6
623,99,32,9,88.9
624,54,27,10,90.95
625,99,33,2,30.95
626,15,18,8,78.51
627,87,23,9,55.4
628,78,18,3,29.18
629,26,1,10,56.11
630,86,16,1,35.47
631,32,33,9,64.18
632,4,12,7,23.69
633,42,44,3,31.81
634,56,13,10,33.57
635,50,11,3,44.54
636,13,7,1,10.9
637,3,38,3,49.32
638,14,49,6,99.89
639,85,28,2,16.39
640,9,23,10,28.19
641,55,30,2,91.34
642,56,6,4,69.7
643,5,14,1,37.17
644,96,17,5,67.71
645,18,2,1,31.67
646,100,39,3,51.7
647,44,48,6,29.09
648,53,19,5,32.84
649,86,23,6,94.38
650,84,26,8,14.91
651,20,19,1,84.96
652,91,16,9,31.08
653,35,10,4,36.13
654,15,7,3,70.43
655,71,30,5,75.32
656,65,30,8,99.98
657,73,28,1,67.81
658,7,49,4,33.96
659,55,21,6,61.17
660,75,45,8,59.61
661,71,36,5,33.2
662,16,48,4,18.72
663,19,22,5,58.58
664,13,25,10,100.0
665,60,25,2,53.08
666,99,10,3,59.2
667,16,31,5,22.56
668,64,36,8,54.41
669,27,17,5,56.18
670,12,37,8,33.77
671,98,30,7,79.24
672,60,42,8,52.49
673,29,45,9,98.49
674,10,45,1,99.95
675,14,38,10,67.03
676,35,49,5,62.45
677,30,8,3,61.54
678,60,34,1,94.5
679,16,23,3,58.15
680,75,2,10,86.06
681,15,49,6,81.91
682,57,14,6,50.7
683,69,14,2,79.51
684,25,6,7,65.2
685,69,15,10,16.9
686,58,9,4,83.42
687,60,35,2,92.03
688,52,43,6,98.9
689,48,31,3,17.52
690,19,18,10,10.06
691,36,44,7,76.81
692,33,25,10,91.99
693,34,44,1,32.24
694,85,25,3,84.22
695,81,41,1,38.38
696,20,2,6,41.31
697,34,41,8,46.41
698,24,6,5,38.15
699,85,11,7,53.91
700,3,4,8,36.6
701,31,26,10,71.13
702,68,25,1,74.5
703,46,20,9,52.45
704,91,27,4,94.17
705,96,6,4,25.07
706,7,5,6,78.02
707,82,7,2,81.88
708,62,28,3,34.7
709,27,15,7,12.17
710,43,49,6,27.95
711,54,32,9,88.14
712,35,50,5,98.58
713,41,23,4,97.42
714,1,6,1,28.83
715,62,43,2,43.71
716,3,24,4,66.97
717,48,26,2,53.36
718,31,46,8,98.65
719,19,47,4,16.05
720,70,44,10,29.01
721,58,3,1,72.31
722,12,17,8,56.56
723,30,19,1,48.18
724,76,43,2,98.44
725,94,36,5,12.89
726,42,21,9,65.41
727,21,4,2,60.88
728,79,50,1,34.04
729,76,25,8,68.81
730,45,33,1,68.24
731,45,1,4,51.16
732,32,50,5,25.56
733,74,9,10,47.37
734,1,20,3,30.47
735,48,20,9,28.42
736,45,37,4,27.37
737,7,16,10,60.94
738,61,11,9,83.48
739,3,40,2,78.17
740,65,17,4,72.31
741,79,26,4,39.19
742,61,22,10,18.87
743,45,42,6,33.26
744,42,23,10,44.61
745,99,16,6,67.72
746,37,27,4,25.94
747,75,6,5,87.95
748,35,28,6,98.72
749,83,47,1,56.9
750,97,43,1,89.54
751,48,17,9,35.06
752,37,15,1,60.47
753,79,8,2,51.3
754,18,33,10,32.35
755,69,44,3,95.38
756,12,46,8,90.3
757,23,19,4,82.83
758,41,36,6,55.8
759,34,15,5,85.86
760,55,44,6,80.78
761,81,12,7,18.26
762,91,33,4,10.6
763,71,4,6,22.55
764,85,21,4,72.08
765,68,4,2,15.32
766,43,28,7,66.51
767,40,14,9,55.47
768,84,22,7,22.36
769,30,47,1,77.4
770,27,27,5,46.43
771,86,44,1,57.48
772,49,45,10,86.48
773,5,11,2,90.13
774,3,13,1,54.12
775,60,19,3,72.98
776,61,28,5,70.67
777,84,48,1,72.88
778,11,49,8,19.1
779,70,11,7,71.55
780,13,15,3,14.69
781,42,15,9,17.17
782,62,20,5,35.94
783,38,23,1,83.76
784,19,17,9,83.51
785,48,42,6,93.41
786,64,49,4,54.25
787,70,10,9,17.39
788,43,4,7,86.23
789,41,24,7,37.17
790,5,17,1,90.16
791,65,31,5,45.68
792,50,5,8,35.71
793,14,48,9,15.64
794,30,13,7,85.4
795,95,50,3,54.83
796,41,14,9,72.98
797,31,38,7,50.61
798,67,25,4,33.91
799,62,16,4,85.19
800,22,2,1,26.96
801,2,36,7,19.76
802,73,38,1,16.23
803,9,6,7,79.49
804,37,9,5,62.31
805,28,43,2,73.03
806,52,7,10,92.62
807,24,24,9,67.42
808,71,37,2,84.31
809,95,40,5,28.18
810,4,25,10,77.31
811,74,33,3,15.12
812,48,40,8,84.91
813,32,31,4,57.49
814,64,34,4,48.24
815,73,50,9,27.91
816,66,49,2,59.04
817,77,18,6,89.73
818,76,23,10,53.39
819,75,33,8,73.85
820,68,46,9,63.87
821,68,10,3,70.37
822,49,44,6,66.53
823,88,41,4,23.71
824,13,38,2,65.83
825,63,48,10,49.2
826,39,11,3,18.98
827,72,7,5,93.48
828,81,39,6,14.4
829,76,29,9,28.36
830,100,4,3,32.14
831,1,20,7,27.04
832,54,32,1,14.6
833,97,4,7,17.38
834,45,50,10,45.72
835,16,17,7,83.08
836,98,43,1,73.56
837,79,3,2,64.3
838,74,36,7,16.67
839,53,18,9,73.06
840,27,43,7,41.46
841,90,2,1,23.35
842,26,48,2,96.13
843,51,38,1,63.46
844,81,38,6,71.79
845,58,20,5,57.92
846,55,2,4,45.49
847,61,41,7,39.68
848,100,20,6,98.94
849,5,34,10,66.94
850,88,43,3,24.21
851,99,49,6,32.85
852,34,20,8,99.28
853,50,31,6,15.51
854,7,20,1,33.94
855,97,22,4,35.94
856,57,48,2,84.02
857,68,38,7,68.76
858,10,49,5,24.03
859,59,11,4,62.13
860,40,46,2,44.99
861,12,28,8,11.51
862,87,37,4,74.45
863,3,49,3,56.74
864,94,10,1,85.54
865,30,24,7,76.56
866,16,23,6,53.29
867,5,13,7,35.52
868,76,3,6,68.25
869,24,6,2,76.23
870,24,30,5,85.9
871,8,6,7,26.03
872,19,26,3,37.83
873,89,38,9,72.28
874,39,16,8,38.6
875,14,2,4,95.72
876,66,2,8,61.97
877,97,5,6,32.74
878,3,31,6,45.41
879,17,42,2,36.46
880,15,10,9,77.52
881,71,47,6,38.42
882,57,9,5,52.46
883,22,4,8,98.44
884,49,28,9,60.39
885,90,19,8,48.3
886,23,48,5,81.99
887,15,22,3,63.9
888,29,30,1,54.36
889,40,30,4,41.11
890,54,11,10,48.32
891,52,12,9,46.76
892,63,27,6,89.34
893,49,50,9,57.89
894,82,42,7,53.77
895,27,3,3,65.43
896,33,27,6,34.45
897,41,31,8,34.17
898,39,34,2,81.66
899,25,22,7,91.99
900,18,45,6,92.4
901,99,35,2,87.26
902,28,49,7,66.54
903,46,18,6,35.9
904,20,39,10,10.42
905,36,38,4,75.93
906,38,47,6,10.55
907,93,7,8,40.31
908,83,34,9,52.26
909,36,20,7,90.11
910,75,39,9,49.53
911,1,25,7,77.57
912,26,14,7,16.35
913,8,6,9,20.26
914,58,37,1,27.31
915,35,29,6,93.25
916,14,50,4,31.68
917,47,23,10,20.07
918,93,48,8,11.95
919,66,13,5,97.57
920,49,18,8,66.65
921,60,32,9,82.45
922,4,25,4,88.57
923,61,33,2,69.34
924,67,10,3,64.32
925,58,7,4,51.17
926,33,42,3,94.01
927,43,14,6,23.18
928,98,28,7,96.58
929,53,28,3,53.88
930,61,6,3,67.62
931,55,7,1,66.84
932,89,25,1,45.27
933,43,10,5,85.98
934,40,44,3,61.45
935,23,24,2,48.35
936,29,23,6,91.88
937,87,16,10,61.25
938,92,35,2,12.57
939,86,37,4,52.33
940,1,16,8,31.11
941,8,37,2,78.16
942,86,43,7,20.64
943,1,33,1,70.91
944,84,17,10,90.28
945,60,38,10,51.68
946,42,20,7,91.74
947,74,46,5,64.05
948,3,37,8,17.26
949,77,30,8,43.57
950,68,34,8,86.83
951,75,18,4,22.77
952,18,26,10,78.16
953,92,14,5,44.17
954,56,31,3,10.67
955,53,44,2,71.54
956,6,40,2,25.77
957,16,38,6,66.36
958,65,48,9,72.67
959,95,6,1,27.6
960,19,4,7,36.26
961,99,43,2,89.05
962,22,31,2,12.65
963,17,41,3,35.44
964,45,27,5,24.39
965,71,31,9,87.58
966,59,32,7,22.37
967,65,47,10,89.96
968,9,26,9,41.97
969,41,15,2,15.99
970,69,13,2,59.18
971,26,37,7,18.16
972,91,5,3,55.96
973,10,21,9,43.71
974,26,45,8,64.89
975,91,11,8,88.65
976,86,18,6,60.45
977,22,19,10,59.16
978,37,41,8,95.68
979,33,21,10,42.42
980,69,7,4,56.83
981,21,27,7,87.42
982,81,6,5,36.75
983,65,36,3,76.83
984,82,35,5,48.02
985,32,34,2,87.96
986,52,50,1,67.14
987,95,50,8,56.78
988,77,16,1,26.5
989,9,14,4,57.9
990,3,46,10,93.47
991,72,31,8,12.59
992,40,15,10,38.71
993,20,38,2,14.74
994,57,18,10,59.56
995,12,1,6,53.44
996,80,36,6,29.06
997,40,46,10,43.27
998,90,39,10,87.29
999,52,49,8,14.02
1000,32,39,4,53.12
1001,10,11,6,52.8
1002,71,12,3,82.27
1003,49,17,4,61.84
1004,10,29,5,10.77
1005,20,30,9,83.05
1006,32,47,6,33.86
1007,10,27,7,24.36
1008,29,46,8,66.59
1009,30,36,6,72.78
1010,99,19,8,16.07
1011,40,28,10,80.45
1012,78,12,9,83.65
1013,22,5,9,19.51
1014,65,5,2,14.57
1015,99,47,4,88.84
1016,96,36,7,21.32
1017,23,47,1,36.03
1018,20,11,4,71.35
1019,34,10,1,37.97
1020,84,34,2,70.21
1021,25,35,2,37.02
1022,23,28,7,38.86
1023,38,10,8,14.02
1024,72,4,3,10.82
1025,45,47,3,27.69
1026,39,42,5,30.78
1027,99,40,5,83.39
1028,35,33,8,29.16
1029,35,5,5,71.56
1030,1,14,4,43.91
1031,51,20,7,80.65
1032,27,40,9,48.51
1033,52,23,6,91.54
1034,38,38,2,36.01
1035,16,26,5,82.21
1036,50,29,5,32.22
1037,16,14,5,64.61
1038,2,8,7,65.62
1039,10,22,8,25.78
1040,22,5,8,99.28
1041,44,22,3,80.08
1042,100,7,5,42.9
1043,51,7,3,68.98
1044,56,3,6,11.4
1045,85,16,4,49.28
1046,25,3,6,93.16
1047,93,16,4,63.09
1048,75,4,8,89.49
1049,27,25,7,27.63
1050,94,39,2,95.16
1051,26,1,8,27.76
1052,49,9,10,58.38
1053,7,22,3,56.65
1054,48,17,8,55.95
1055,23,38,3,14.41
1056,69,15,9,44.39
1057,94,9,8,87.0
1058,83,27,9,61.23
1059,71,10,4,10.47
1060,34,6,6,68.74
1061,67,46,1,18.69
1062,33,37,7,90.1
1063,73,22,7,27.64
1064,77,40,7,64.45
1065,60,38,2,90.15
1066,78,19,1,34.48
1067,2,50,9,83.05
1068,73,17,6,61.38
1069,87,26,8,15.5
1070,24,22,6,72.63
1071,24,13,7,26.4
1072,44,13,8,56.59
1073,25,22,8,54.8
1074,94,32,6,57.11
1075,10,45,3,88.14
1076,80,43,9,81.06
1077,57,28,1,61.65
1078,19,2,4,80.58
1079,38,31,9,64.65
1080,94,27,8,89.88
1081,96,30,3,88.98
1082,94,35,9,24.94
1083,51,46,2,69.7
1084,21,36,1,37.2
1085,2,41,3,27.07
1086,15,3,9,41.68
1087,71,31,5,14.25
1088,99,14,10,29.02
1089,73,14,2,85.92
1090,43,19,5,82.5
1091,34,30,5,55.32
1092,18,6,8,90.82
1093,77,4,8,72.45
1094,98,10,6,57.27
1095,95,31,7,95.29
1096,80,43,1,32.64
1097,87,42,1,83.13
1098,55,8,1,98.53
1099,30,15,10,31.4
1100,29,39,9,80.95
1101,45,40,2,41.36
1102,58,22,4,38.77
1103,58,43,3,20.34
1104,19,11,8,99.72
1105,68,37,7,89.91
1106,26,50,4,34.26
1107,22,50,1,24.57
1108,18,17,2,52.33
1109,35,8,7,30.09
1110,70,48,9,88.53
1111,36,6,6,30.7
1112,46,15,3,52.19
1113,14,29,9,81.38
1114,3,44,2,26.08
1115,66,20,7,52.96
1116,83,21,4,73.67
1117,59,6,2,89.52
1118,88,4,10,80.39
1119,28,19,3,10.04
1120,9,35,1,44.1
1121,17,24,6,69.34
1122,11,50,3,58.96
1123,76,3,8,26.05
1124,33,50,3,20.54
1125,43,2,3,32.1
1126,42,45,9,25.02
1127,81,10,1,77.39
1128,22,44,2,95.13
1129,52,37,1,56.78
1130,33,9,1,48.62
1131,1,48,2,44.67
1132,97,13,4,61.86
1133,57,23,7,32.77
1134,36,21,1,28.88
1135,37,2,6,93.88
1136,49,5,4,76.77
1137,56,25,1,33.09
1138,16,16,2,19.8
1139,46,3,10,64.08
1140,69,5,9,75.71
1141,75,1,5,19.89
1142,54,50,2,27.66
1143,7,25,7,48.69
1144,48,45,8,92.19
1145,90,22,3,19.56
1146,57,28,1,30.76
1147,100,43,9,46.97
1148,75,30,6,90.23
1149,41,33,7,78.33
1150,77,21,10,96.37
1151,22,8,5,64.14
